,tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
2229,Table 1,2011,3,30423,33570,"Austin, TX","San Diego, CA",1164,436.8478260869565,206.0216720577258,WN,0.6971883553122667,208.96341898643826,F9,0.011445633242100024,152.02608695652174
2230,Table 1,2011,3,30423,34057,"Austin, TX","Portland, OR",1715,284.67391304347825,236.33394425353188,WN,0.3172966781214204,234.27701564380266,F9,0.11263841160748378,185.19966101694916
2231,Table 1,2011,3,30423,34100,"Austin, TX","Philadelphia, PA",1430,267.2826086956522,232.35465636437576,AA,0.2793818625457503,233.9183406113537,DL,0.13338755591703944,214.79481707317072
2232,Table 1,2011,3,30423,34492,"Austin, TX","Raleigh/Durham, NC",1162,188.91304347826087,227.77974683544304,AA,0.36881472957422323,217.07878315132606,AA,0.36881472957422323,217.07878315132606
2233,Table 1,2011,3,30423,34614,"Austin, TX","Salt Lake City, UT",1086,225.32608695652175,221.33714423540764,DL,0.4558610709117221,240.0442328042328,F9,0.10516160154365653,157.86284403669725
2234,Table 1,2011,3,30431,33195,"Asheville, NC","Tampa, FL (Metropolitan Area)",514,175.7608695652174,112.35794681508968,FL,0.5974025974025974,99.66511387163561,FL,0.5974025974025974,99.66511387163561
2235,Table 1,2011,3,30436,30852,"Tucson, AZ","Washington, DC (Metropolitan Area)",1976,364.3478260869565,275.54030429594275,AA,0.5331145584725537,259.99440402909903,AA,0.5331145584725537,259.99440402909903
2236,Table 1,2011,3,30466,30198,"Phoenix, AZ","Pittsburgh, PA",1814,456.95652173913044,211.71610371075167,WN,0.39628924833491913,190.34153661464586,WN,0.39628924833491913,190.34153661464586
2237,Table 1,2011,3,30466,30559,"Phoenix, AZ","Seattle, WA",1107,1702.5,177.7349102981549,AS,0.3593819830173019,175.91776514478593,WN,0.327587307667752,171.4109920093549
2238,Table 1,2011,3,30466,30852,"Phoenix, AZ","Washington, DC (Metropolitan Area)",1999,1301.9565217391305,272.6789447320087,US,0.3140758056436801,314.7421052631579,WN,0.29295374853898815,258.0582787118837
2239,Table 1,2011,3,30466,31123,"Phoenix, AZ","St. Louis, MO",1262,605.8695652173913,198.82831001076426,WN,0.5663796196627198,196.8877098511245,US,0.327054180121995,196.14514536478333
2240,Table 1,2011,3,30466,31775,"Phoenix, AZ","Sioux Falls, SD",1081,191.52173913043478,112.6044267877412,G4,0.7468785471055619,93.15683890577507,G4,0.7468785471055619,93.15683890577507
2241,Table 1,2011,3,30466,31884,"Phoenix, AZ","Spokane, WA",1020,306.19565217391306,188.26560170394035,US,0.4412495562655307,181.66307320997586,DL,0.1324103656372027,165.94289544235926
2242,Table 1,2011,3,30466,32457,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",651,2846.9565217391305,178.36669211973123,WN,0.598885155772755,180.15008287645034,US,0.28733964569334147,175.53115865001328
2243,Table 1,2011,3,30466,33192,"Phoenix, AZ","Sacramento, CA",647,757.5,180.7927392739274,WN,0.6480126273496915,187.09565987599646,US,0.3096570526617879,165.80074142724746
2244,Table 1,2011,3,30466,33195,"Phoenix, AZ","Tampa, FL (Metropolitan Area)",1788,381.95652173913044,211.6754126351736,US,0.3560045532157086,226.91438848920862,DL,0.12293682413204325,199.62453703703704
2245,Table 1,2011,3,30466,33214,"Phoenix, AZ","San Antonio, TX",843,363.80434782608694,195.56889752016733,WN,0.5252464893934867,197.27952218430033,US,0.3689871526740365,194.12251012145748
2246,Table 1,2011,3,30466,33570,"Phoenix, AZ","San Diego, CA",304,1634.891304347826,129.0036034838109,WN,0.7636460341732597,131.3185791398224,US,0.22970547171065753,121.01481910274964
2247,Table 1,2011,3,30466,34057,"Phoenix, AZ","Portland, OR",1009,1038.4782608695652,179.71455934687043,WN,0.42631358593259366,178.46437515344954,AS,0.20556834833577559,173.04307535641547
2248,Table 1,2011,3,30466,34492,"Phoenix, AZ","Raleigh/Durham, NC",1891,289.3478260869565,210.43042824943652,WN,0.4541697971450038,208.59751861042184,AA,0.11908339594290007,179.86466876971608
2249,Table 1,2011,3,30466,34570,"Phoenix, AZ","Reno, NV",601,436.95652173913044,162.16415422885572,WN,0.5442786069651742,180.88034734917733,US,0.4101990049751244,136.74075197089144
2250,Table 1,2011,3,30466,34614,"Phoenix, AZ","Salt Lake City, UT",507,1051.7391304347825,160.24429516329062,WN,0.5511575031004547,162.3016313519595,DL,0.25496072757337745,155.6161329550061
2251,Table 1,2011,3,30529,30466,"Hartford, CT","Phoenix, AZ",2213,220.97826086956522,235.85720609936055,DL,0.26463354648303,219.04795539033458,AA,0.17265125430398426,202.73931623931625
2252,Table 1,2011,3,30529,30559,"Hartford, CT","Seattle, WA",2432,226.95652173913044,295.7301724137931,DL,0.2849616858237548,287.3157983193277,AA,0.15421455938697318,257.93509316770184
2253,Table 1,2011,3,30529,30693,"Hartford, CT","Nashville, TN",852,231.08695652173913,179.24045155221071,WN,0.7041392285983067,179.62257849031397,DL,0.16839134524929444,161.10837988826816
2254,Table 1,2011,3,30529,30852,"Hartford, CT","Washington, DC (Metropolitan Area)",326,998.9130434782609,161.72896626768227,WN,0.6274211099020675,126.93021158515435,WN,0.6274211099020675,126.93021158515435
2255,Table 1,2011,3,30529,31453,"Hartford, CT","Houston, TX",1519,175.1086956521739,266.2991930477964,WN,0.2756052141527002,228.143018018018,WN,0.2756052141527002,228.143018018018
2256,Table 1,2011,3,30529,31454,"Hartford, CT","Orlando, FL",1050,1469.5652173913043,137.27173816568046,WN,0.3548816568047337,133.84039182992913,WN,0.3548816568047337,133.84039182992913
2257,Table 1,2011,3,30529,31650,"Hartford, CT","Minneapolis/St. Paul, MN",1050,295.0,298.29182019159913,DL,0.8098747236551216,303.67811646951776,CO,0.010685335298452468,192.65862068965518
2258,Table 1,2011,3,30529,32211,"Hartford, CT","Las Vegas, NV",2297,386.4130434782609,236.36540084388184,WN,0.5443037974683544,230.21684754521965,WN,0.5443037974683544,230.21684754521965
2259,Table 1,2011,3,30529,32457,"Hartford, CT","San Francisco, CA (Metropolitan Area)",2625,397.0652173913044,306.4400492745688,UA,0.24500410621407062,328.84703910614525,AA,0.11579523679167807,272.90070921985813
2260,Table 1,2011,3,30529,32467,"Hartford, CT","Miami, FL (Metropolitan Area)",1194,761.195652173913,153.23275738969014,B6,0.33157218334999283,147.26589147286822,WN,0.32900185634727974,142.38802083333334
2261,Table 1,2011,3,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",2527,576.9565217391304,276.9298229088169,DL,0.27392614920874153,273.0436726272352,AA,0.2206103993971364,269.59829205807
2262,Table 1,2011,3,30529,33195,"Hartford, CT","Tampa, FL (Metropolitan Area)",1111,447.39130434782606,167.85444606413995,WN,0.6746841593780369,164.11652862801586,DL,0.1552478134110787,160.06118935837245
2263,Table 1,2011,3,30529,33570,"Hartford, CT","San Diego, CA",2502,201.6304347826087,275.33735849056603,DL,0.24258760107816713,264.5366666666667,DL,0.24258760107816713,264.5366666666667
2264,Table 1,2011,3,30559,30436,"Seattle, WA","Tucson, AZ",1216,280.54347826086956,197.1814025571484,AS,0.5893064703603255,186.94174884944115,AS,0.5893064703603255,186.94174884944115
2265,Table 1,2011,3,30559,30852,"Seattle, WA","Washington, DC (Metropolitan Area)",2335,1990.8695652173913,307.7543022493994,UA,0.21898886219698624,401.9669907753677,FL,0.20834243284559947,235.79067085953878
2266,Table 1,2011,3,30559,31123,"Seattle, WA","St. Louis, MO",1709,611.8478260869565,249.95020429916505,WN,0.400248712027003,240.7757656458056,WN,0.400248712027003,240.7757656458056
2267,Table 1,2011,3,30559,31884,"Seattle, WA","Spokane, WA",224,954.1304347826087,114.63712690817954,AS,0.8825472772841194,115.76345682199562,WN,0.11619958988380041,106.16264705882352
2268,Table 1,2011,3,30559,33195,"Seattle, WA","Tampa, FL (Metropolitan Area)",2520,340.4347826086956,257.5287356321839,DL,0.22541507024265645,285.5042492917847,CO,0.13856960408684546,221.960599078341
2269,Table 1,2011,3,30599,30194,"Birmingham, AL","Dallas/Fort Worth, TX",597,401.95652173913044,198.83507301243915,WN,0.47295835586803675,201.88816466552316,AA,0.4705246078961601,193.2814367816092
2270,Table 1,2011,3,30599,30721,"Birmingham, AL","Boston, MA (Metropolitan Area)",1051,176.30434782608697,228.00172626387177,WN,0.41060419235511714,228.10060060060061,DL,0.35819975339087545,219.65593803786575
2271,Table 1,2011,3,30599,30852,"Birmingham, AL","Washington, DC (Metropolitan Area)",682,433.5869565217391,204.75349711707196,WN,0.5828528453246428,201.45187096774194,DL,0.26648282777638505,200.08560677328316
2272,Table 1,2011,3,30599,30977,"Birmingham, AL","Chicago, IL",584,336.4130434782609,225.92836833602584,WN,0.5964458804523425,213.99127843987,WN,0.5964458804523425,213.99127843987
2273,Table 1,2011,3,30599,31453,"Birmingham, AL","Houston, TX",570,319.5652173913044,211.34105442176872,WN,0.467687074829932,204.16552727272727,WN,0.467687074829932,204.16552727272727
2274,Table 1,2011,3,30599,31454,"Birmingham, AL","Orlando, FL",479,241.19565217391303,171.7777827850383,WN,0.7999098693105002,166.54005633802817,WN,0.7999098693105002,166.54005633802817
2275,Table 1,2011,3,30599,31703,"Birmingham, AL","New York City, NY (Metropolitan Area)",902,327.2826086956522,235.59461972766522,DL,0.5264031883095317,247.15817034700316,WN,0.17502490866821654,211.39962049335864
2276,Table 1,2011,3,30599,32211,"Birmingham, AL","Las Vegas, NV",1618,213.80434782608697,226.67885104219624,WN,0.7325876970005084,212.24823039555864,WN,0.7325876970005084,212.24823039555864
2277,Table 1,2011,3,30599,32575,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",1815,233.04347826086956,264.49057835820895,WN,0.37919776119402987,247.26654366543664,WN,0.37919776119402987,247.26654366543664
2278,Table 1,2011,3,30599,33195,"Birmingham, AL","Tampa, FL (Metropolitan Area)",459,215.2173913043478,184.78166666666667,WN,0.7777777777777778,186.35694805194805,DL,0.1691919191919192,172.38985074626865
2279,Table 1,2011,3,30615,30466,"El Paso, TX","Phoenix, AZ",347,319.1304347826087,142.74887602179837,WN,0.8726158038147139,141.90983606557376,WN,0.8726158038147139,141.90983606557376
2280,Table 1,2011,3,30615,30852,"El Paso, TX","Washington, DC (Metropolitan Area)",1741,266.6304347826087,272.0584590297595,AA,0.5540154912352222,272.6517292126564,WN,0.12229922543823889,271.89366666666666
2281,Table 1,2011,3,30615,31453,"El Paso, TX","Houston, TX",677,367.39130434782606,199.81153846153848,WN,0.678698224852071,196.7929816913688,WN,0.678698224852071,196.7929816913688
2282,Table 1,2011,3,30615,31703,"El Paso, TX","New York City, NY (Metropolitan Area)",1944,215.54347826086956,257.53081190115984,AA,0.5093292990418558,245.4719801980198,AA,0.5093292990418558,245.4719801980198
2283,Table 1,2011,3,30615,32211,"El Paso, TX","Las Vegas, NV",583,356.8478260869565,187.4206213828815,WN,0.7761194029850746,192.03916797488225,US,0.17605848309473043,175.69602076124568
2284,Table 1,2011,3,30615,32457,"El Paso, TX","San Francisco, CA (Metropolitan Area)",993,195.1086956521739,222.4774930362117,WN,0.7164345403899721,216.03172628304822,WN,0.7164345403899721,216.03172628304822
2285,Table 1,2011,3,30615,32575,"El Paso, TX","Los Angeles, CA (Metropolitan Area)",715,516.7391304347826,194.76392511569205,WN,0.614009255363904,194.43110654333677,WN,0.614009255363904,194.43110654333677
2286,Table 1,2011,3,30615,33214,"El Paso, TX","San Antonio, TX",496,283.2608695652174,192.78561013046814,WN,0.930928626247122,192.92860676009892,AA,0.04528012279355334,192.2135593220339
2287,Table 1,2011,3,30615,33570,"El Paso, TX","San Diego, CA",636,168.80434782608697,202.66606567933033,WN,0.7759175788795879,204.1819917012448,US,0.18737926593689633,199.12199312714776
2288,Table 1,2011,3,30620,30325,"Billings, MT","Denver, CO",455,170.7608695652174,182.82858052196053,UA,0.6288987905792489,194.68744939271255,F9,0.30426479949077023,154.09037656903766
2289,Table 1,2011,3,30647,30194,"Cleveland, OH (Metropolitan Area)","Dallas/Fort Worth, TX",1023,555.3260869565217,240.08083773732628,AA,0.49657467214719125,243.57461568782026,DL,0.10491289880602858,187.24309701492538
2290,Table 1,2011,3,30647,30325,"Cleveland, OH (Metropolitan Area)","Denver, CO",1224,576.6304347826087,236.55822808671064,F9,0.42412818096135724,187.16386666666668,F9,0.42412818096135724,187.16386666666668
2291,Table 1,2011,3,30647,30466,"Cleveland, OH (Metropolitan Area)","Phoenix, AZ",1754,399.0217391304348,229.45096703895396,CO,0.4358485426314356,232.483375,DL,0.11468264777989648,192.94085510688836
2292,Table 1,2011,3,30647,30559,"Cleveland, OH (Metropolitan Area)","Seattle, WA",2055,349.89130434782606,274.685523454489,CO,0.412861136999068,288.33972911963883,UA,0.3013358185771979,247.73
2293,Table 1,2011,3,30647,30693,"Cleveland, OH (Metropolitan Area)","Nashville, TN",448,304.89130434782606,164.2645276292335,WN,0.7864527629233512,160.29356300997281,DL,0.13404634581105168,153.56515957446808
2294,Table 1,2011,3,30647,30852,"Cleveland, OH (Metropolitan Area)","Washington, DC (Metropolitan Area)",314,774.5652173913044,179.01260174010665,WN,0.4814762840303115,130.58874963567473,WN,0.4814762840303115,130.58874963567473
2295,Table 1,2011,3,30647,31123,"Cleveland, OH (Metropolitan Area)","St. Louis, MO",498,244.2391304347826,182.95282599020916,CO,0.42990654205607476,172.01128364389234,CO,0.42990654205607476,172.01128364389234
2296,Table 1,2011,3,30647,31453,"Cleveland, OH (Metropolitan Area)","Houston, TX",1106,470.2173913043478,275.0904299583911,CO,0.574664817383264,316.2199517296862,DL,0.13730929264909847,170.04646464646464
2297,Table 1,2011,3,30647,31454,"Cleveland, OH (Metropolitan Area)","Orlando, FL",895,786.8478260869565,161.87295206520238,FL,0.45779803840309435,141.15760410380204,FL,0.45779803840309435,141.15760410380204
2298,Table 1,2011,3,30647,31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",657,350.10869565217394,251.04737659112078,DL,0.4377522508537721,271.2967375886525,WN,0.11021421918658801,231.9245070422535
2299,Table 1,2011,3,30647,31703,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",459,1288.0434782608695,237.38828691983122,CO,0.3920675105485232,329.83971157985366,FL,0.34050632911392403,138.63707558859974
2300,Table 1,2011,3,30647,31714,"Cleveland, OH (Metropolitan Area)","Fort Myers, FL",1025,289.0217391304348,187.96927416321927,CO,0.36968785257615644,203.40183112919632,FL,0.17299736743136518,158.13521739130434
2301,Table 1,2011,3,30647,32211,"Cleveland, OH (Metropolitan Area)","Las Vegas, NV",1846,828.804347826087,230.71567213114753,CO,0.5777049180327869,243.2956413166856,WN,0.2001311475409836,202.68846657929225
2302,Table 1,2011,3,30647,32457,"Cleveland, OH (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2187,610.7608695652174,309.63205196654206,CO,0.4628937533368927,325.3404459823145,WN,0.10873820964584445,296.5382978723404
2303,Table 1,2011,3,30647,32467,"Cleveland, OH (Metropolitan Area)","Miami, FL (Metropolitan Area)",1080,423.3695652173913,210.64223363286266,CO,0.3761232349165597,210.4558361774744,FL,0.12246469833119383,161.53081761006288
2304,Table 1,2011,3,30647,32575,"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2073,824.6739130434783,303.5692500329511,CO,0.5029655990510083,315.8398846960168,CO,0.5029655990510083,315.8398846960168
2305,Table 1,2011,3,30647,33195,"Cleveland, OH (Metropolitan Area)","Tampa, FL (Metropolitan Area)",927,611.195652173913,161.96816645918548,FL,0.43322070069357993,139.95981116584565,FL,0.43322070069357993,139.95981116584565
2306,Table 1,2011,3,30647,33198,"Cleveland, OH (Metropolitan Area)","Kansas City, MO",711,195.7608695652174,235.99505830094392,CO,0.44086618545252637,261.93690176322417,WN,0.27706829539144917,220.9923847695391
2307,Table 1,2011,3,30647,33342,"Cleveland, OH (Metropolitan Area)","Milwaukee, WI",361,179.67391304347825,200.1265577737447,CO,0.5015124016938899,241.29650180940894,FL,0.35208711433756806,132.28144329896907
2308,Table 1,2011,3,30647,33570,"Cleveland, OH (Metropolitan Area)","San Diego, CA",2045,258.2608695652174,241.94848484848484,CO,0.2937710437710438,236.66232091690546,AA,0.1452020202020202,205.01014492753623
2309,Table 1,2011,3,30647,34100,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",363,239.2391304347826,323.4262153566561,US,0.6737846433439346,335.08597437626435,CO,0.2489777373920945,317.2264598540146
2310,Table 1,2011,3,30666,32211,"Bellingham, WA","Las Vegas, NV",954,1175.8695652173913,106.42636346829359,G4,0.7775004621926419,102.70946379740816,G4,0.7775004621926419,102.70946379740816
2311,Table 1,2011,3,30666,32457,"Bellingham, WA","San Francisco, CA (Metropolitan Area)",790,225.97826086956522,123.76743626743627,G4,0.7686387686387687,107.72778473091364,G4,0.7686387686387687,107.72778473091364
2312,Table 1,2011,3,30666,32575,"Bellingham, WA","Los Angeles, CA (Metropolitan Area)",1071,317.9347826086956,136.20437606837606,G4,0.5668376068376069,112.31236429433052,G4,0.5668376068376069,112.31236429433052
2313,Table 1,2011,3,30693,30466,"Nashville, TN","Phoenix, AZ",1449,354.1304347826087,214.88864333947208,WN,0.7151626764886433,217.81064377682404,AA,0.10834868017188459,210.96345609065156
2314,Table 1,2011,3,30693,30559,"Nashville, TN","Seattle, WA",1978,372.60869565217394,248.5041131855309,WN,0.5895565927654609,246.1034141514102,WN,0.5895565927654609,246.1034141514102
2315,Table 1,2011,3,30693,30852,"Nashville, TN","Washington, DC (Metropolitan Area)",587,1050.6521739130435,221.90900062073246,WN,0.5917649493068488,199.3015734265734,WN,0.5917649493068488,199.3015734265734
2316,Table 1,2011,3,30693,31454,"Nashville, TN","Orlando, FL",616,548.0434782608696,185.69170963903213,WN,0.8373661245537485,185.16129796305069,DL,0.11305037683458945,173.0036842105263
2317,Table 1,2011,3,30693,31703,"Nashville, TN","New York City, NY (Metropolitan Area)",803,1141.195652173913,230.973883226974,AA,0.3429850461948757,231.07081366287142,WN,0.14849033241261073,189.88992944194996
2318,Table 1,2011,3,30693,32457,"Nashville, TN","San Francisco, CA (Metropolitan Area)",1968,430.2173913043478,269.40414350682164,WN,0.4901465386558868,271.78788659793815,DL,0.13087417887822134,236.3395752895753
2319,Table 1,2011,3,30693,33192,"Nashville, TN","Sacramento, CA",1917,170.32608695652175,241.1776005105297,WN,0.5890236119974473,247.96836403033586,F9,0.1429483088704531,203.50982142857143
2320,Table 1,2011,3,30693,33195,"Nashville, TN","Tampa, FL (Metropolitan Area)",612,415.10869565217394,196.28722178580782,WN,0.8049227546478136,200.4585881587508,DL,0.12856768787640743,162.0663951120163
2321,Table 1,2011,3,30693,33214,"Nashville, TN","San Antonio, TX",822,242.17391304347825,176.55462298025134,WN,0.7378815080789947,178.1905717761557,AA,0.15439856373429084,169.68255813953488
2322,Table 1,2011,3,30693,33495,"Nashville, TN","New Orleans, LA",471,264.67391304347825,169.70221765913757,WN,0.8899383983572895,169.23147208121827,DL,0.06940451745379876,161.28994082840237
2323,Table 1,2011,3,30693,33570,"Nashville, TN","San Diego, CA",1751,260.10869565217394,243.044671959883,WN,0.6280819055578771,246.6805721889554,AA,0.15963226076055162,246.1887434554974
2324,Table 1,2011,3,30693,33667,"Nashville, TN","Norfolk, VA (Metropolitan Area)",585,178.2608695652174,151.65103658536586,WN,0.6280487804878049,139.91398058252426,DL,0.18048780487804877,132.42736486486487
2325,Table 1,2011,3,30693,34100,"Nashville, TN","Philadelphia, PA",675,583.2608695652174,188.8706857994782,WN,0.49012299664554604,175.13022813688212,WN,0.49012299664554604,175.13022813688212
2326,Table 1,2011,3,30693,34492,"Nashville, TN","Raleigh/Durham, NC",442,379.2391304347826,164.9512181140728,WN,0.8025222126683863,168.20578571428572,DL,0.10834049871023216,142.40978835978837
2327,Table 1,2011,3,30713,30325,"Boise, ID","Denver, CO",649,387.2826086956522,141.87184956497333,WN,0.37328094302554027,131.55052631578948,F9,0.22228459163626157,114.6040404040404
2328,Table 1,2011,3,30713,30466,"Boise, ID","Phoenix, AZ",735,248.2608695652174,171.69054290718037,US,0.4457092819614711,154.44941060903733,US,0.4457092819614711,154.44941060903733
2329,Table 1,2011,3,30713,30559,"Boise, ID","Seattle, WA",399,730.7608695652174,115.18189796221925,AS,0.693142942138926,117.1106652360515,WN,0.3029897367246765,110.19180166912126
2330,Table 1,2011,3,30713,31884,"Boise, ID","Spokane, WA",287,281.30434782608694,127.76669242658423,WN,0.8798299845440495,124.93285024154589,WN,0.8798299845440495,124.93285024154589
2331,Table 1,2011,3,30713,32211,"Boise, ID","Las Vegas, NV",519,201.19565217391303,170.46396542409508,WN,0.7644516477579687,175.1697526501767,DL,0.16639654240950838,143.55064935064934
2332,Table 1,2011,3,30713,32457,"Boise, ID","San Francisco, CA (Metropolitan Area)",523,412.7173913043478,197.3923097181986,WN,0.4145377929944693,195.02566709021602,AS,0.2820647879905188,158.7904761904762
2333,Table 1,2011,3,30713,32575,"Boise, ID","Los Angeles, CA (Metropolitan Area)",688,481.19565217391306,192.1101648972216,WN,0.40478879602439577,188.489453125,DL,0.210752202394398,180.05262593783493
2334,Table 1,2011,3,30713,33570,"Boise, ID","San Diego, CA",749,184.67391304347825,173.72583872866392,WN,0.5856386109476163,174.2307537688442,DL,0.23896409652736905,168.00738916256157
2335,Table 1,2011,3,30713,34057,"Boise, ID","Portland, OR",344,494.45652173913044,116.20899098703012,AS,0.5695757309298747,117.57255885758394,WN,0.42646735546273906,113.70103092783505
2336,Table 1,2011,3,30713,34614,"Boise, ID","Salt Lake City, UT",290,274.3478260869565,131.60855784469098,DL,0.5467511885895404,150.7176811594203,WN,0.45166402535657685,108.1348245614035
2337,Table 1,2011,3,30721,30194,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",1562,1568.804347826087,297.3057091387792,AA,0.4978867872237234,373.6916782632897,US,0.15055774960160742,258.61155085135755
2338,Table 1,2011,3,30721,30198,"Boston, MA (Metropolitan Area)","Pittsburgh, PA",496,1225.5434782608695,121.28055875831485,US,0.4258980044345898,131.38286130778843,B6,0.3456319290465632,103.60236079035155
2339,Table 1,2011,3,30721,30325,"Boston, MA (Metropolitan Area)","Denver, CO",1754,1977.8260869565217,233.35619916465157,WN,0.36112332380743023,190.80328717090245,WN,0.36112332380743023,190.80328717090245
2340,Table 1,2011,3,30721,30466,"Boston, MA (Metropolitan Area)","Phoenix, AZ",2300,1173.4782608695652,215.21812708410522,WN,0.3819933308632827,204.25257032007758,B6,0.16867358280844758,168.05052169137835
2341,Table 1,2011,3,30721,30559,"Boston, MA (Metropolitan Area)","Seattle, WA",2496,1383.695652173913,297.27838177533386,B6,0.30502749410840535,284.5511460211177,B6,0.30502749410840535,284.5511460211177
2342,Table 1,2011,3,30721,30647,"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",563,784.3478260869565,212.07709257206207,FL,0.3731984478935698,135.74054957296696,FL,0.3731984478935698,135.74054957296696
2343,Table 1,2011,3,30721,30693,"Boston, MA (Metropolitan Area)","Nashville, TN",942,644.4565217391304,209.97314892899308,WN,0.49013324337999664,209.35984170681348,DL,0.17810760667903525,199.48560606060607
2344,Table 1,2011,3,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",396,810.5434782608696,136.09368378704573,B6,0.6238433686469089,125.64131556319862,B6,0.6238433686469089,125.64131556319862
2345,Table 1,2011,3,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",418,8608.695652173914,128.09205681818182,WN,0.3244949494949495,112.88302723735409,B6,0.24397727272727274,110.73547585778606
2346,Table 1,2011,3,30721,30977,"Boston, MA (Metropolitan Area)","Chicago, IL",867,4534.45652173913,176.17668816070187,UA,0.26890716015053817,197.15344089855589,B6,0.11863269170841623,151.25752677308546
2347,Table 1,2011,3,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",836,281.0869565217391,210.78739365815932,US,0.46249033255993816,223.55158862876254,WN,0.3062645011600928,195.42411616161615
2348,Table 1,2011,3,30721,31057,"Boston, MA (Metropolitan Area)","Charlotte, NC",737,1701.195652173913,146.93352501437607,US,0.6448789214746662,157.65325473100168,B6,0.17839115711456138,123.58216332378224
2349,Table 1,2011,3,30721,31066,"Boston, MA (Metropolitan Area)","Columbus, OH",640,378.04347826086956,204.41676250718803,US,0.43128234617596317,196.68633333333332,WN,0.31598619896492236,191.02393084622383
2350,Table 1,2011,3,30721,31123,"Boston, MA (Metropolitan Area)","St. Louis, MO",1047,759.6739130434783,222.02449563599941,WN,0.566032336528831,230.80098584428717,DL,0.10072971812848762,224.24488636363637
2351,Table 1,2011,3,30721,31135,"Boston, MA (Metropolitan Area)","Myrtle Beach, SC",756,345.4347826086956,128.47001258653242,NK,0.6787287602265576,100.95952712100139,NK,0.6787287602265576,100.95952712100139
2352,Table 1,2011,3,30721,31136,"Boston, MA (Metropolitan Area)","Jacksonville, FL",1028,655.4347826086956,154.75414593698176,B6,0.42769485903814264,144.43675843350135,B6,0.42769485903814264,144.43675843350135
2353,Table 1,2011,3,30721,31267,"Boston, MA (Metropolitan Area)","Dayton, OH",709,198.91304347826087,190.9922950819672,US,0.2650273224043716,220.32329896907217,FL,0.1284153005464481,150.35617021276596
2354,Table 1,2011,3,30721,31295,"Boston, MA (Metropolitan Area)","Detroit, MI",632,977.9347826086956,271.24654884961654,DL,0.681782816494387,298.841979132703,US,0.1503834611537179,230.57021433850701
2355,Table 1,2011,3,30721,31453,"Boston, MA (Metropolitan Area)","Houston, TX",1609,1115.108695652174,278.9479383955551,CO,0.5248074861097572,312.0901931649331,WN,0.17876986061019592,205.4140130861505
2356,Table 1,2011,3,30721,31454,"Boston, MA (Metropolitan Area)","Orlando, FL",1142,3653.586956521739,147.78933150864248,B6,0.3852081040073781,147.03470806302133,WN,0.3672388659149734,144.77887232663642
2357,Table 1,2011,3,30721,31650,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",1124,1460.9782608695652,244.29004538352802,DL,0.5123130719440517,291.33896311356375,SY,0.1836916896064281,178.84645605508302
2358,Table 1,2011,3,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",209,3557.608695652174,192.74293308890927,DL,0.2820348304307974,245.73048423789405,B6,0.26898869538649556,112.81052930486143
2359,Table 1,2011,3,30721,31714,"Boston, MA (Metropolitan Area)","Fort Myers, FL",1271,760.8695652173913,171.0378142857143,B6,0.4972857142857143,179.56340132145934,WN,0.24785714285714286,149.59325648414986
2360,Table 1,2011,3,30721,31986,"Boston, MA (Metropolitan Area)","Grand Rapids, MI",740,185.65217391304347,200.31978922716627,DL,0.3507025761124122,233.408347245409,FL,0.24765807962529274,151.94066193853428
2361,Table 1,2011,3,30721,31995,"Boston, MA (Metropolitan Area)","Greensboro/High Point, NC",654,168.3695652173913,164.4281471917366,US,0.5719819238218206,183.83995485327313,CO,0.1342801807617818,133.01538461538462
2362,Table 1,2011,3,30721,32211,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1463.695652173913,247.00735184910144,B6,0.3044705183424922,258.49282926829267,WN,0.2781820882221892,227.81817939135078
2363,Table 1,2011,3,30721,32337,"Boston, MA (Metropolitan Area)","Indianapolis, IN",818,586.5217391304348,227.6822275759822,DL,0.437175685693106,255.7889783806698,WN,0.18013343217197925,193.08189300411522
2364,Table 1,2011,3,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2704,3709.4565217391305,319.6350602162511,UA,0.30064172063175787,369.60299220272907,B6,0.2738008028833475,270.01384845890414
