,tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
6149,Table 1,2012,3,30397,30423,"Atlanta, GA (Metropolitan Area)","Austin, TX",813,513.9130434782609,219.1498730964467,DL,0.6776649746192893,224.92403245942572,WN,0.2345600676818951,191.6199278629396
6150,Table 1,2012,3,30397,30466,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",1587,842.5,193.78011869436202,DL,0.4715520577989937,208.23904240766075,FL,0.10463166043091214,144.75622688039456
6151,Table 1,2012,3,30397,30529,"Atlanta, GA (Metropolitan Area)","Hartford, CT",859,373.9130434782609,270.1289825581395,DL,0.6927325581395349,283.75606378514476,US,0.16191860465116278,250.94739676840214
6152,Table 1,2012,3,30397,30559,"Atlanta, GA (Metropolitan Area)","Seattle, WA",2182,1168.695652173913,273.2297433035714,DL,0.5950520833333334,293.5126289465458,FL,0.14481026785714285,214.5432241490045
6153,Table 1,2012,3,30397,30647,"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",554,819.8913043478261,179.68250033143312,DL,0.49927084714304654,203.98045671800318,FL,0.373326262760175,129.7628196022727
6154,Table 1,2012,3,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",952,2436.8478260869565,196.87893304786118,DL,0.6312948838039163,212.8620787112273,FL,0.25010036130068247,152.77731407169608
6155,Table 1,2012,3,30397,30792,"Atlanta, GA (Metropolitan Area)","Buffalo, NY",712,589.2391304347826,160.11724774026933,DL,0.5340343110127282,177.25136442141624,FL,0.39863493820328355,132.3128181397501
6156,Table 1,2012,3,30397,30852,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",577,4252.173913043478,174.06630112474437,DL,0.6205521472392638,180.17302273850717,FL,0.22505112474437627,154.33944797819174
6157,Table 1,2012,3,30397,30928,"Atlanta, GA (Metropolitan Area)","Wichita, KS",782,252.93478260869566,150.52075633863345,FL,0.5827245380318006,131.63407079646018,FL,0.5827245380318006,131.63407079646018
6158,Table 1,2012,3,30397,30977,"Atlanta, GA (Metropolitan Area)","Chicago, IL",606,3169.6739130434785,172.40842220774323,DL,0.4562257810088817,179.85156343956706,FL,0.14563972428929048,137.94532611255005
6159,Table 1,2012,3,30397,31057,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",226,436.4130434782609,136.41280199252802,DL,0.5043586550435866,142.1513086419753,US,0.38405977584059775,131.5943579766537
6160,Table 1,2012,3,30397,31066,"Atlanta, GA (Metropolitan Area)","Columbus, OH",447,639.0217391304348,152.69945568974316,DL,0.7159380847082837,164.08610121168923,FL,0.22929069569654703,106.79339762611276
6161,Table 1,2012,3,30397,31123,"Atlanta, GA (Metropolitan Area)","St. Louis, MO",484,796.7391304347826,161.1148840381992,DL,0.6266030013642565,177.36692793381232,FL,0.32878581173260574,128.07016597510375
6162,Table 1,2012,3,30397,31136,"Atlanta, GA (Metropolitan Area)","Jacksonville, FL",270,604.7826086956521,136.98961179007907,DL,0.7314881380301941,144.0609828009828,FL,0.25539180445722504,114.32054890921886
6163,Table 1,2012,3,30397,31267,"Atlanta, GA (Metropolitan Area)","Dayton, OH",432,441.8478260869565,131.01217712177123,DL,0.5852398523985239,144.00857503152585,FL,0.3886838868388684,108.07740506329114
6164,Table 1,2012,3,30397,31295,"Atlanta, GA (Metropolitan Area)","Detroit, MI",594,1224.7826086956522,186.37905573304934,DL,0.6664004259850905,207.06369689705687,FL,0.2974795882144125,137.00805489260142
6165,Table 1,2012,3,30397,31453,"Atlanta, GA (Metropolitan Area)","Houston, TX",696,1611.9565217391305,176.5948347943358,DL,0.4149022252191504,184.03398342272064,FL,0.21645313553607554,141.67280373831775
6166,Table 1,2012,3,30397,31454,"Atlanta, GA (Metropolitan Area)","Orlando, FL",404,1364.6739130434783,142.1188371166866,DL,0.5849462365591398,152.9475762527233,FL,0.3954599761051374,124.47689828801612
6167,Table 1,2012,3,30397,31650,"Atlanta, GA (Metropolitan Area)","Minneapolis/St. Paul, MN",907,1214.1304347826087,208.15514771709937,DL,0.6315129811996419,241.20011341083074,FL,0.31844225604297227,143.29243744728703
6168,Table 1,2012,3,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",795,6702.282608695652,184.52913997502472,DL,0.5979468383581193,197.10969894222944,FL,0.1928447478957526,137.33044319233034
6169,Table 1,2012,3,30397,31714,"Atlanta, GA (Metropolitan Area)","Fort Myers, FL",515,350.8695652173913,141.53643122676579,DL,0.5839529120198265,153.10323607427057,FL,0.3909541511771995,122.81608557844692
6170,Table 1,2012,3,30397,31721,"Atlanta, GA (Metropolitan Area)","Flint, MI",645,429.2391304347826,137.1040769815143,FL,0.5728032413269182,119.0894783377542,FL,0.5728032413269182,119.0894783377542
6171,Table 1,2012,3,30397,31986,"Atlanta, GA (Metropolitan Area)","Grand Rapids, MI",640,189.67391304347825,240.21106017191977,DL,0.8441260744985674,249.7135098438561,FL,0.11404011461318052,179.32010050251256
6172,Table 1,2012,3,30397,31995,"Atlanta, GA (Metropolitan Area)","Greensboro/High Point, NC",306,198.3695652173913,176.9908493150685,DL,0.9156164383561644,175.07600239377618,DL,0.9156164383561644,175.07600239377618
6173,Table 1,2012,3,30397,32211,"Atlanta, GA (Metropolitan Area)","Las Vegas, NV",1747,1236.9565217391305,237.96000878734623,DL,0.5375219683655535,264.3998038254046,WN,0.1460456942003515,203.09584837545125
6174,Table 1,2012,3,30397,32337,"Atlanta, GA (Metropolitan Area)","Indianapolis, IN",432,720.7608695652174,145.171648318504,DL,0.5714070275976474,163.42428081287937,FL,0.4129090634896697,118.24386413440467
6175,Table 1,2012,3,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2139,1766.5217391304348,276.7652412010829,DL,0.6127245877430471,301.01943161277364,FL,0.15031996062023137,206.46000818665576
6176,Table 1,2012,3,30397,32467,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",594,3039.3478260869565,124.34989986410127,DL,0.544167083899578,136.02072160883282,FL,0.27455117659680994,104.91197082193565
6177,Table 1,2012,3,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",1947,2805.108695652174,251.90752509009184,DL,0.6022397024063239,271.201158152104,WN,0.1116363777269733,198.6915654286706
6178,Table 1,2012,3,30397,33044,"Atlanta, GA (Metropolitan Area)","Louisville, KY",321,276.6304347826087,176.81332023575638,DL,0.6860510805500982,196.78384879725087,WN,0.25658153241650294,117.6010719754977
6179,Table 1,2012,3,30397,33105,"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",373,273.5869565217391,232.80488676996424,DL,0.9602701628923321,231.42250724038064,DL,0.9602701628923321,231.42250724038064
6180,Table 1,2012,3,30397,33192,"Atlanta, GA (Metropolitan Area)","Sacramento, CA",2092,290.2173913043478,285.48089887640447,DL,0.49737827715355803,308.29322289156624,WN,0.21273408239700375,240.66672535211268
6181,Table 1,2012,3,30397,33195,"Atlanta, GA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",406,1290.4347826086957,135.55028638814017,DL,0.54161051212938,148.52297045101088,FL,0.43547843665768193,116.83974854932302
6182,Table 1,2012,3,30397,33198,"Atlanta, GA (Metropolitan Area)","Kansas City, MO",692,764.8913043478261,165.4632513855336,DL,0.6264032968594572,179.19587114337568,FL,0.3268438254938184,132.69152173913042
6183,Table 1,2012,3,30397,33214,"Atlanta, GA (Metropolitan Area)","San Antonio, TX",874,618.5869565217391,164.8785274995607,DL,0.5559655596555966,175.70745891276866,FL,0.34703918467756106,142.66556962025317
6184,Table 1,2012,3,30397,33244,"Atlanta, GA (Metropolitan Area)","Memphis, TN",332,563.1521739130435,168.59417100945763,DL,0.6562439683458792,187.3095,FL,0.3319822428102683,130.926511627907
6185,Table 1,2012,3,30397,33316,"Atlanta, GA (Metropolitan Area)","Omaha, NE",821,227.3913043478261,240.95913001912047,DL,0.7208413001912046,252.90994694960213,WN,0.15248565965583175,183.81379310344826
6186,Table 1,2012,3,30397,33342,"Atlanta, GA (Metropolitan Area)","Milwaukee, WI",669,724.0217391304348,156.5223690136616,DL,0.5731872091277586,169.4874279727606,FL,0.40534454286143223,136.44722222222222
6187,Table 1,2012,3,30397,33495,"Atlanta, GA (Metropolitan Area)","New Orleans, LA",425,751.304347826087,140.4449508101852,DL,0.62109375,151.88634987188448,FL,0.3621238425925926,119.01170595285657
6188,Table 1,2012,3,30397,33570,"Atlanta, GA (Metropolitan Area)","San Diego, CA",1892,523.2608695652174,302.3680930619028,DL,0.6026173660157873,334.98369527749054,WN,0.1514333194848359,228.87736625514404
6189,Table 1,2012,3,30397,33667,"Atlanta, GA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",516,592.3913043478261,151.846752293578,DL,0.6311926605504588,169.55566860465117,WN,0.26,95.22611150317573
6190,Table 1,2012,3,30397,33728,"Atlanta, GA (Metropolitan Area)","Pensacola, FL",271,189.1304347826087,136.94488505747125,DL,0.6660919540229885,147.14797238999137,FL,0.3264367816091954,113.70281690140845
6191,Table 1,2012,3,30397,33851,"Atlanta, GA (Metropolitan Area)","Oklahoma City, OK",761,182.5,308.6196545562835,DL,0.7337701012507445,327.15584415584414,WN,0.1179273377010125,256.2030303030303
6192,Table 1,2012,3,30397,34027,"Atlanta, GA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",545,617.0652173913044,132.764541130879,DL,0.7581469085784746,138.92202602230483,FL,0.2254711995772415,112.124921875
6193,Table 1,2012,3,30397,34057,"Atlanta, GA (Metropolitan Area)","Portland, OR",2172,409.89130434782606,328.8262795014585,DL,0.5757093609122249,369.02155688622753,F9,0.10023866348448687,223.72037037037038
6194,Table 1,2012,3,30397,34100,"Atlanta, GA (Metropolitan Area)","Philadelphia, PA",666,1959.1304347826087,170.34327563249002,DL,0.4871837549933422,181.20924723835554,FL,0.24761429205503774,139.6016132646202
6195,Table 1,2012,3,30397,34321,"Atlanta, GA (Metropolitan Area)","Portland, ME",1027,240.43478260869566,225.45976491862567,DL,0.7902350813743219,231.54559496567506,FL,0.12974683544303797,169.10034843205574
6196,Table 1,2012,3,30397,34492,"Atlanta, GA (Metropolitan Area)","Raleigh/Durham, NC",356,934.5652173913044,141.46795766457316,DL,0.6882996045591998,150.71008786752282,FL,0.26517794836008374,113.675
6197,Table 1,2012,3,30397,34524,"Atlanta, GA (Metropolitan Area)","Richmond, VA",481,609.4565217391304,156.17462100945247,DL,0.6201177100053504,168.69045153868277,FL,0.354378455502051,130.6579768495219
6198,Table 1,2012,3,30397,34576,"Atlanta, GA (Metropolitan Area)","Rochester, NY",749,370.8695652173913,157.58238569753811,DL,0.5351699882766706,174.09638554216866,FL,0.42262602579132474,133.5763522884882
6199,Table 1,2012,3,30397,34614,"Atlanta, GA (Metropolitan Area)","Salt Lake City, UT",1590,435.32608695652175,302.06606741573034,DL,0.69812734082397,334.18068669527895,AA,0.013982521847690388,192.56428571428572
6200,Table 1,2012,3,30397,34986,"Atlanta, GA (Metropolitan Area)","Sarasota/Bradenton, FL",444,176.52173913043478,159.1988300492611,DL,0.8245073891625616,165.87968633308438,FL,0.15147783251231528,122.89593495934959
6201,Table 1,2012,3,30397,35096,"Atlanta, GA (Metropolitan Area)","Syracuse, NY",794,180.1086956521739,246.32945081472542,DL,0.8002414001207001,245.10610859728507,DL,0.8002414001207001,245.10610859728507
6202,Table 1,2012,3,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",190,984.2391304347826,149.59288790723357,WN,0.7229155162893429,150.25982279254507,AA,0.27388183324130316,146.2532258064516
6203,Table 1,2012,3,30423,30325,"Austin, TX","Denver, CO",775,937.5,158.47657971014493,WN,0.447768115942029,156.14476954945624,F9,0.33704347826086956,140.4417956656347
6204,Table 1,2012,3,30423,30466,"Austin, TX","Phoenix, AZ",872,451.6304347826087,203.87626955475332,WN,0.5448856799037305,216.55923144876326,US,0.35282791817087844,183.56221009549796
6205,Table 1,2012,3,30423,30559,"Austin, TX","Seattle, WA",1770,522.8260869565217,237.85257796257795,AS,0.38316008316008315,250.16663049376018,UA,0.13762993762993764,203.87220543806646
6206,Table 1,2012,3,30423,30615,"Austin, TX","El Paso, TX",528,305.9782608695652,179.58774422735345,WN,0.9353463587921848,179.2701481200152,WN,0.9353463587921848,179.2701481200152
6207,Table 1,2012,3,30423,30693,"Austin, TX","Nashville, TN",756,261.4130434782609,185.06153846153848,WN,0.7417879417879418,186.94786995515696,AA,0.14012474012474013,171.6813056379822
6208,Table 1,2012,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",1698,685.3260869565217,228.035273592387,UA,0.25598731165741473,194.09981412639405,UA,0.25598731165741473,194.09981412639405
6209,Table 1,2012,3,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",1342,941.304347826087,260.16824480369513,WN,0.4971131639722864,236.8264111498258,WN,0.4971131639722864,236.8264111498258
6210,Table 1,2012,3,30423,30977,"Austin, TX","Chicago, IL",978,843.3695652173913,254.65862868926408,AA,0.4155174635906689,251.45632754342432,WN,0.35236499548910943,227.17410387710314
6211,Table 1,2012,3,30423,31057,"Austin, TX","Charlotte, NC",1032,198.2608695652174,220.62615131578949,US,0.4144736842105263,265.3943121693122,DL,0.2713815789473684,166.37737373737374
6212,Table 1,2012,3,30423,31123,"Austin, TX","St. Louis, MO",721,181.52173913043478,246.4519760479042,WN,0.6167664670658682,249.65757281553397,AA,0.274251497005988,235.32205240174673
6213,Table 1,2012,3,30423,31295,"Austin, TX","Detroit, MI",1149,222.93478260869566,288.3738176499269,DL,0.6304241833252072,300.34361948955916,WN,0.1657727937591419,237.14176470588237
6214,Table 1,2012,3,30423,31453,"Austin, TX","Houston, TX",148,265.4347826086956,152.44701064701064,WN,0.678951678951679,151.59185765983113,WN,0.678951678951679,151.59185765983113
6215,Table 1,2012,3,30423,31454,"Austin, TX","Orlando, FL",994,544.2391304347826,162.48857599360895,WN,0.4012382664270022,171.6802887008462,B6,0.3303375274615538,145.2903869407497
6216,Table 1,2012,3,30423,31650,"Austin, TX","Minneapolis/St. Paul, MN",1042,268.04347826086956,302.3782238442822,DL,0.610705596107056,309.6996015936255,WN,0.1151662611516626,287.4595070422535
6217,Table 1,2012,3,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",1559,1308.0434782608695,243.8555426292172,B6,0.29815522685723783,223.42402452619845,DL,0.12173840784444075,215.92430034129694
6218,Table 1,2012,3,30423,32211,"Austin, TX","Las Vegas, NV",1090,652.5,206.09553556555056,WN,0.7009828419123771,210.40389733840306,F9,0.041312676994835915,151.76572580645163
6219,Table 1,2012,3,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",1504,1439.0217391304348,232.92747941687438,WN,0.40713044791902714,225.52499072356215,B6,0.16315431679129844,188.8888425925926
6220,Table 1,2012,3,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",1105,459.5652173913044,170.75747398297068,WN,0.3521759697256386,162.56366689053056,B6,0.2897350993377483,158.55061224489796
6221,Table 1,2012,3,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",1242,1249.7826086956522,222.6024699947817,AA,0.3291007131675074,231.9100687103594,B6,0.16881196729866063,176.6978876867594
6222,Table 1,2012,3,30423,32896,"Austin, TX","Lubbock, TX",341,225.54347826086956,138.2504578313253,WN,0.9662650602409638,137.11361596009976,WN,0.9662650602409638,137.11361596009976
6223,Table 1,2012,3,30423,33192,"Austin, TX","Sacramento, CA",1481,172.06521739130434,235.34226152874288,WN,0.5407454200884396,228.5836448598131,WN,0.5407454200884396,228.5836448598131
6224,Table 1,2012,3,30423,33195,"Austin, TX","Tampa, FL (Metropolitan Area)",928,206.08695652173913,193.1087552742616,WN,0.5163502109704642,213.85291113381,DL,0.21044303797468356,152.47468671679198
6225,Table 1,2012,3,30423,33198,"Austin, TX","Kansas City, MO",650,233.80434782608697,167.84653649465366,WN,0.5151092515109251,182.23501805054153,AA,0.34542073454207345,149.30094212651414
6226,Table 1,2012,3,30423,33495,"Austin, TX","New Orleans, LA",444,173.2608695652174,219.95740276035133,WN,0.6762860727728983,229.46456400742116,UA,0.2245922208281054,192.8231843575419
6227,Table 1,2012,3,30423,33570,"Austin, TX","San Diego, CA",1164,450.6521739130435,208.4193921852388,WN,0.6618427399903521,219.74475218658893,UA,0.1464061746261457,169.84052718286657
6228,Table 1,2012,3,30423,34057,"Austin, TX","Portland, OR",1715,332.7173913043478,224.57928781443974,WN,0.45606011107481215,214.00465616045847,WN,0.45606011107481215,214.00465616045847
6229,Table 1,2012,3,30423,34100,"Austin, TX","Philadelphia, PA",1430,325.7608695652174,203.7087087087087,AA,0.25325325325325326,182.72266139657444,AA,0.25325325325325326,182.72266139657444
6230,Table 1,2012,3,30423,34492,"Austin, TX","Raleigh/Durham, NC",1162,177.82608695652175,242.25544009779952,DL,0.32885085574572126,229.38940520446096,DL,0.32885085574572126,229.38940520446096
6231,Table 1,2012,3,30423,34614,"Austin, TX","Salt Lake City, UT",1086,209.8913043478261,237.984619368203,DL,0.43500776799585705,261.64392857142855,WN,0.29466597617814605,208.04604569420036
6232,Table 1,2012,3,30431,30977,"Asheville, NC","Chicago, IL",536,178.3695652173913,160.5164533820841,UA,0.8397318708104814,150.27866473149493,UA,0.8397318708104814,150.27866473149493
6233,Table 1,2012,3,30431,31703,"Asheville, NC","New York City, NY (Metropolitan Area)",633,163.91304347826087,207.84184350132625,US,0.5112732095490716,204.83891050583657,DL,0.1816976127320955,196.48540145985402
6234,Table 1,2012,3,30436,30852,"Tucson, AZ","Washington, DC (Metropolitan Area)",1976,390.54347826086956,247.37912607848594,AA,0.4664625661007515,243.11360381861576,DL,0.1433342610631784,207.42038834951455
6235,Table 1,2012,3,30466,30198,"Phoenix, AZ","Pittsburgh, PA",1814,377.0652173913044,239.56935716344768,WN,0.4407610262323436,225.02164813603662,WN,0.4407610262323436,225.02164813603662
6236,Table 1,2012,3,30466,30559,"Phoenix, AZ","Seattle, WA",1107,1540.9782608695652,201.51870635536432,WN,0.3408337447979121,197.87642798013246,WN,0.3408337447979121,197.87642798013246
6237,Table 1,2012,3,30466,30852,"Phoenix, AZ","Washington, DC (Metropolitan Area)",1999,1230.8695652173913,285.4537265983751,WN,0.3717767573295655,244.36270783847982,WN,0.3717767573295655,244.36270783847982
6238,Table 1,2012,3,30466,31123,"Phoenix, AZ","St. Louis, MO",1262,583.5869565217391,199.55690072639226,WN,0.5308251070962935,205.03466666666668,US,0.3564909666604582,192.8715778474399
6239,Table 1,2012,3,30466,31884,"Phoenix, AZ","Spokane, WA",1020,307.39130434782606,201.27984441301274,US,0.5222772277227723,189.74969532836832,US,0.5222772277227723,189.74969532836832
6240,Table 1,2012,3,30466,32457,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",668,3170.8695652173915,151.40602975455917,WN,0.6114424790895379,147.91921287211974,WN,0.6114424790895379,147.91921287211974
6241,Table 1,2012,3,30466,33192,"Phoenix, AZ","Sacramento, CA",647,780.7608695652174,161.04358902965336,WN,0.6586384519003202,167.23124075248361,US,0.29876096338577196,148.55419384902143
6242,Table 1,2012,3,30466,33195,"Phoenix, AZ","Tampa, FL (Metropolitan Area)",1788,299.0217391304348,243.2973100690658,WN,0.40021810250817885,239.43351498637603,DL,0.12468193384223919,239.07113702623906
6243,Table 1,2012,3,30466,33214,"Phoenix, AZ","San Antonio, TX",843,345.6521739130435,213.1964779874214,WN,0.4808176100628931,235.01955526487902,US,0.45251572327044026,184.74593467685892
6244,Table 1,2012,3,30466,33570,"Phoenix, AZ","San Diego, CA",324,1588.0434782608695,126.49934976043805,WN,0.740041067761807,129.26865519792824,US,0.24941820670773443,118.61122392974752
6245,Table 1,2012,3,30466,34057,"Phoenix, AZ","Portland, OR",1028,987.5,197.15656576774904,WN,0.45371491469455144,192.8139495390587,WN,0.45371491469455144,192.8139495390587
6246,Table 1,2012,3,30466,34492,"Phoenix, AZ","Raleigh/Durham, NC",1891,311.4130434782609,206.8016404886562,WN,0.387783595113438,216.07713771377138,DL,0.2593368237347295,178.2777927321669
6247,Table 1,2012,3,30466,34570,"Phoenix, AZ","Reno, NV",601,394.67391304347825,163.0053704213715,WN,0.540897824290829,180.3016802443992,US,0.43266317818782707,141.36066199872693
6248,Table 1,2012,3,30466,34614,"Phoenix, AZ","Salt Lake City, UT",507,1091.0869565217392,162.37726638772665,WN,0.4818688981868898,171.5086003721315,DL,0.2778441920701335,152.74474722122625
6249,Table 1,2012,3,30466,34653,"Phoenix, AZ","Tulsa, OK",935,165.97826086956522,225.66797642436148,WN,0.710543549443353,237.42377880184333,UA,0.10150622134905042,199.5858064516129
6250,Table 1,2012,3,30529,30466,"Hartford, CT","Phoenix, AZ",2213,204.8913043478261,252.55448275862068,DL,0.3039787798408488,228.95305410122165,AA,0.11511936339522547,213.9405529953917
6251,Table 1,2012,3,30529,30559,"Hartford, CT","Seattle, WA",2432,192.7173913043478,309.15425831923295,DL,0.2921601804850536,316.4125482625483,UA,0.25380710659898476,295.9166666666667
6252,Table 1,2012,3,30529,30852,"Hartford, CT","Washington, DC (Metropolitan Area)",326,939.5652173913044,170.81254049051364,WN,0.6723739009717723,127.92412250516173,WN,0.6723739009717723,127.92412250516173
6253,Table 1,2012,3,30529,31453,"Hartford, CT","Houston, TX",1519,221.08695652173913,227.34941002949853,UA,0.3136676499508358,237.93761755485895,DL,0.2610619469026549,192.70583804143126
6254,Table 1,2012,3,30529,31454,"Hartford, CT","Orlando, FL",1050,1133.2608695652175,155.6216669863802,WN,0.46575868022252065,151.1391680395387,WN,0.46575868022252065,151.1391680395387
6255,Table 1,2012,3,30529,31650,"Hartford, CT","Minneapolis/St. Paul, MN",1050,277.60869565217394,338.39522317932654,DL,0.7443226311667972,360.8810099947396,US,0.14017227877838684,271.72569832402235
6256,Table 1,2012,3,30529,32211,"Hartford, CT","Las Vegas, NV",2297,345.6521739130435,238.34047169811322,WN,0.5921383647798742,227.68343069569835,UA,0.13962264150943396,224.52702702702703
6257,Table 1,2012,3,30529,32457,"Hartford, CT","San Francisco, CA (Metropolitan Area)",2625,406.5217391304348,303.8734759358289,UA,0.3029411764705882,301.8978817299206,AA,0.17406417112299466,257.82872503840247
6258,Table 1,2012,3,30529,32467,"Hartford, CT","Miami, FL (Metropolitan Area)",1194,669.7826086956521,159.9089905874716,B6,0.38526452450503085,150.58972198820555,WN,0.3177539759818241,149.23983656792646
6259,Table 1,2012,3,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",2527,485.9782608695652,296.18264370386936,DL,0.23954372623574144,291.83071895424837,WN,0.21695370163274436,274.43463917525776
6260,Table 1,2012,3,30529,33195,"Hartford, CT","Tampa, FL (Metropolitan Area)",1111,468.04347826086956,171.41667440780307,WN,0.6179749187180679,176.62006764374294,DL,0.14398513701811425,145.71693548387097
6261,Table 1,2012,3,30529,33570,"Hartford, CT","San Diego, CA",2502,205.43478260869566,277.0826455026455,WN,0.2708994708994709,266.642578125,UA,0.24497354497354498,261.78034557235424
6262,Table 1,2012,3,30529,34027,"Hartford, CT","West Palm Beach/Palm Beach, FL",1133,271.4130434782609,174.0533440128154,B6,0.565879054865839,178.46999292285918,WN,0.131758109731678,153.9823708206687
6263,Table 1,2012,3,30559,30436,"Seattle, WA","Tucson, AZ",1216,298.5869565217391,187.21376046596288,AS,0.47979614124499453,192.82389984825494,WN,0.18674918092464507,176.47719298245613
6264,Table 1,2012,3,30559,30852,"Seattle, WA","Washington, DC (Metropolitan Area)",2335,1932.5,311.26531300973056,UA,0.27431239102311716,373.1964527373385,DL,0.13549693458574724,263.1588210875882
6265,Table 1,2012,3,30559,31123,"Seattle, WA","St. Louis, MO",1709,607.9347826086956,242.89388521365993,WN,0.39567316288217413,228.78255761409852,WN,0.39567316288217413,228.78255761409852
6266,Table 1,2012,3,30559,31884,"Seattle, WA","Spokane, WA",224,739.7826086956521,129.94876579488687,AS,0.9976491331178372,129.9660972017673,AS,0.9976491331178372,129.9660972017673
6267,Table 1,2012,3,30559,33195,"Seattle, WA","Tampa, FL (Metropolitan Area)",2520,341.30434782608694,285.25767515923565,UA,0.28280254777070063,260.5163288288288,UA,0.28280254777070063,260.5163288288288
6268,Table 1,2012,3,30599,30194,"Birmingham, AL","Dallas/Fort Worth, TX",597,425.54347826086956,226.3710600255428,WN,0.4395913154533844,225.55775711795468,AA,0.43397190293742016,219.91336080047085
6269,Table 1,2012,3,30599,30852,"Birmingham, AL","Washington, DC (Metropolitan Area)",682,539.2391304347826,160.1086877645636,WN,0.5182422898609151,158.11750291715285,WN,0.5182422898609151,158.11750291715285
6270,Table 1,2012,3,30599,30977,"Birmingham, AL","Chicago, IL",584,416.30434782608694,176.808772845953,WN,0.6039164490861619,157.69896238651103,WN,0.6039164490861619,157.69896238651103
6271,Table 1,2012,3,30599,31453,"Birmingham, AL","Houston, TX",570,293.3695652173913,215.261207854761,WN,0.557984438680993,208.14010624169987,WN,0.557984438680993,208.14010624169987
6272,Table 1,2012,3,30599,31454,"Birmingham, AL","Orlando, FL",479,314.0217391304348,144.44548286604362,WN,0.7296642436829353,144.58064516129033,DL,0.23572170301142265,141.6725403817915
6273,Table 1,2012,3,30599,31703,"Birmingham, AL","New York City, NY (Metropolitan Area)",902,355.54347826086956,225.76869458881077,DL,0.5304188321614185,234.88178674351585,WN,0.12198104555181902,198.7859649122807
6274,Table 1,2012,3,30599,32211,"Birmingham, AL","Las Vegas, NV",1618,217.2826086956522,222.35122561280642,WN,0.6698349174587294,214.64570575056013,WN,0.6698349174587294,214.64570575056013
6275,Table 1,2012,3,30599,32575,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",1815,212.5,291.9867007672634,WN,0.4731457800511509,267.8037837837838,WN,0.4731457800511509,267.8037837837838
6276,Table 1,2012,3,30599,33195,"Birmingham, AL","Tampa, FL (Metropolitan Area)",459,244.45652173913044,136.61053801689638,WN,0.8470431302801245,135.7075590551181,WN,0.8470431302801245,135.7075590551181
6277,Table 1,2012,3,30615,30466,"El Paso, TX","Phoenix, AZ",347,323.3695652173913,146.40131092436974,WN,0.8850420168067227,143.24720850740601,WN,0.8850420168067227,143.24720850740601
6278,Table 1,2012,3,30615,30852,"El Paso, TX","Washington, DC (Metropolitan Area)",1741,279.0217391304348,264.07849629918195,AA,0.423841059602649,251.78988970588236,DL,0.11764705882352941,243.80066225165564
6279,Table 1,2012,3,30615,31453,"El Paso, TX","Houston, TX",677,333.3695652173913,219.25321160743397,WN,0.7280730355396152,210.67989252127182,WN,0.7280730355396152,210.67989252127182
6280,Table 1,2012,3,30615,31703,"El Paso, TX","New York City, NY (Metropolitan Area)",1944,168.04347826086956,286.2767787839586,AA,0.5291073738680466,270.75403422982885,AA,0.5291073738680466,270.75403422982885
6281,Table 1,2012,3,30615,32211,"El Paso, TX","Las Vegas, NV",583,305.10869565217394,197.0862130388315,WN,0.8136800855005344,199.58038528896674,US,0.14499465621660135,188.30810810810812
6282,Table 1,2012,3,30615,32457,"El Paso, TX","San Francisco, CA (Metropolitan Area)",993,174.34782608695653,236.36695760598505,WN,0.7344139650872819,223.02427843803056,WN,0.7344139650872819,223.02427843803056
6283,Table 1,2012,3,30615,32575,"El Paso, TX","Los Angeles, CA (Metropolitan Area)",715,449.2391304347826,206.0888458746673,WN,0.662714735059279,200.58057685286602,AA,0.14323735785143962,196.12753378378378
6284,Table 1,2012,3,30615,33214,"El Paso, TX","San Antonio, TX",496,321.95652173913044,150.86964888588793,WN,0.9469952734638758,149.59960784313725,WN,0.9469952734638758,149.59960784313725
